"Cruise","Depth_interval","Station","Site","DayNight","abd_copepoda_m3","sampled_volume","mean_depth","epipelagic"
"2008","(0,5]","ccep0810_004","cycle1","night",138.69625520111,64.89,-2.5,-34
"2008","(5,10]","ccep0810_004","cycle1","night",74.6825989544436,66.95,-7.5,-34
"2008","(10,15]","ccep0810_004","cycle1","night",31.3185092389602,63.86,-12.5,-34
"2008","(15,20]","ccep0810_004","cycle1","night",0,57.68,-17.5,-34
"2008","(20,25]","ccep0810_004","cycle1","night",92.464170134073,64.89,-22.5,-34
"2008","(25,30]","ccep0810_004","cycle1","night",44.8095593726662,66.95,-27.5,-34
"2008","(30,35]","ccep0810_004","cycle1","night",109.91023997069,54.59,-32.5,-34
"2008","(35,40]","ccep0810_004","cycle1","night",89.8957209636821,55.62,-37.5,-34
"2008","(40,45]","ccep0810_004","cycle1","night",53.9374325782093,55.62,-42.5,-34
"2008","(45,50]","ccep0810_004","cycle1","night",89.8957209636826,55.62,-47.5,-34
"2008","(50,55]","ccep0810_004","cycle1","night",66.9568128557081,59.74,-52.5,-34
"2008","(55,60]","ccep0810_004","cycle1","night",0,54.59,-57.5,-34
"2008","(60,65]","ccep0810_004","cycle1","night",342.661336379212,52.53,-62.5,-34
"2008","(65,70]","ccep0810_004","cycle1","night",229.479258605472,56.65,-67.5,-34
"2008","(70,75]","ccep0810_004","cycle1","night",283.171521035599,49.44,-72.5,-34
"2008","(75,80]","ccep0810_004","cycle1","night",143.833153541891,55.62,-77.5,-34
"2008","(80,85]","ccep0810_004","cycle1","night",224.047796863331,53.56,-82.5,-34
"2008","(85,90]","ccep0810_004","cycle1","night",16.4554879052164,60.77,-87.5,-34
"2008","(90,95]","ccep0810_004","cycle1","night",24.5790832001967,81.37,-92.5,-34
"2008","(95,100]","ccep0810_004","cycle1","night",11.0326566637246,90.64,-97.5,-34
"2008","(100,105]","ccep0810_004","cycle1","night",132.856412876853,97.85,-102.5,-34
"2008","(105,110]","ccep0810_004","cycle1","night",0,97.85,-107.5,-34
"2008","(0,5]","ccep0810_005","cycle1","night",115.925228227793,69.01,-2.5,-43
"2008","(5,10]","ccep0810_005","cycle1","night",0,93.73,-7.5,-43
"2008","(10,15]","ccep0810_005","cycle1","night",0,126.69,-12.5,-43
"2008","(15,20]","ccep0810_005","cycle1","night",47.3596968979399,84.46,-17.5,-43
"2008","(20,25]","ccep0810_005","cycle1","night",61.3183444047011,97.85,-22.5,-43
"2008","(25,30]","ccep0810_005","cycle1","night",0,70.04,-27.5,-43
"2008","(30,35]","ccep0810_005","cycle1","night",28.5551113649343,70.04,-32.5,-43
"2008","(35,40]","ccep0810_005","cycle1","night",54.9551199853453,54.59,-37.5,-43
"2008","(40,45]","ccep0810_005","cycle1","night",15.4106950223455,64.89,-42.5,-43
"2008","(45,50]","ccep0810_005","cycle1","night",105.529759392149,47.38,-47.5,-43
"2008","(50,55]","ccep0810_005","cycle1","night",0,48.41,-52.5,-43
"2008","(55,60]","ccep0810_005","cycle1","night",16.739203213927,59.74,-57.5,-43
"2008","(60,65]","ccep0810_005","cycle1","night",17.6522506619594,56.65,-62.5,-43
"2008","(65,70]","ccep0810_005","cycle1","night",0,49.44,-67.5,-43
"2008","(70,75]","ccep0810_005","cycle1","night",19.4174757281554,51.5,-72.5,-43
"2008","(75,80]","ccep0810_005","cycle1","night",0,45.32,-77.5,-43
"2008","(80,85]","ccep0810_005","cycle1","night",17.0328734457503,58.71,-82.5,-43
"2008","(85,90]","ccep0810_005","cycle1","night",0,54.59,-87.5,-43
"2008","(90,95]","ccep0810_005","cycle1","night",0,61.8,-92.5,-43
"2008","(95,100]","ccep0810_005","cycle1","night",15.9159637116027,62.83,-97.5,-43
"2008","(100,105]","ccep0810_005","cycle1","night",0,31.93,-102.5,-43
"2008","(105,110]","ccep0810_005","cycle1","night",0,43.26,-107.5,-43
"2008","(110,115]","ccep0810_005","cycle1","night",0,51.5,-112.5,-43
"2008","(115,120]","ccep0810_005","cycle1","night",0,40.17,-117.5,-43
"2008","(120,125]","ccep0810_005","cycle1","night",18.6706497386109,53.56,-122.5,-43
"2008","(125,130]","ccep0810_005","cycle1","night",0,52.53,-127.5,-43
"2008","(130,135]","ccep0810_005","cycle1","night",0,44.29,-132.5,-43
"2008","(135,140]","ccep0810_005","cycle1","night",0,44.29,-137.5,-43
"2008","(140,145]","ccep0810_005","cycle1","night",0,49.44,-142.5,-43
"2008","(145,150]","ccep0810_005","cycle1","night",0,29.87,-147.5,-43
"2008","(150,155]","ccep0810_005","cycle1","night",0,38.11,-152.5,-43
"2008","(155,160]","ccep0810_005","cycle1","night",0,40.17,-157.5,-43
"2008","(160,165]","ccep0810_005","cycle1","night",0,40.17,-162.5,-43
"2008","(165,170]","ccep0810_005","cycle1","night",0,36.05,-167.5,-43
"2008","(170,175]","ccep0810_005","cycle1","night",0,53.56,-172.5,-43
"2008","(175,180]","ccep0810_005","cycle1","night",0,45.32,-177.5,-43
"2008","(180,185]","ccep0810_005","cycle1","night",0,43.26,-182.5,-43
"2008","(185,190]","ccep0810_005","cycle1","night",0,51.5,-187.5,-43
"2008","(190,195]","ccep0810_005","cycle1","night",0,38.11,-192.5,-43
"2008","(195,200]","ccep0810_005","cycle1","night",26.2398320650748,38.11,-197.5,-43
"2008","(200,205]","ccep0810_005","cycle1","night",0,99.91,-202.5,-43
"2008","(205,210]","ccep0810_005","cycle1","night",38.8349514563107,77.25,-207.5,-43
"2008","(0,5]","ccep0810_006","cycle1","night",65.599580162687,76.22,-2.5,-45
"2008","(5,10]","ccep0810_006","cycle1","night",102.197240674502,58.71,-7.5,-45
"2008","(10,15]","ccep0810_006","cycle1","night",16.1812297734628,61.8,-12.5,-45
"2008","(15,20]","ccep0810_006","cycle1","night",15.1699029126214,65.92,-17.5,-45
"2008","(20,25]","ccep0810_006","cycle1","night",149.365197908887,53.56,-22.5,-45
"2008","(30,35]","ccep0810_006","cycle1","night",20.6568890725057,48.41,-32.5,-45
"2008","(35,40]","ccep0810_006","cycle1","night",34.6740638002774,57.68,-37.5,-45
"2008","(40,45]","ccep0810_006","cycle1","night",19.4174757281553,51.5,-42.5,-45
"2008","(45,50]","ccep0810_006","cycle1","night",17.9791441927364,55.62,-47.5,-45
"2008","(50,55]","ccep0810_006","cycle1","night",18.3183733284484,54.59,-52.5,-45
"2008","(55,60]","ccep0810_006","cycle1","night",23.1160425335183,43.26,-57.5,-45
"2008","(60,65]","ccep0810_006","cycle1","night",0,60.77,-62.5,-45
"2008","(65,70]","ccep0810_006","cycle1","night",0,55.62,-67.5,-45
"2008","(70,75]","ccep0810_006","cycle1","night",35.9582883854729,55.62,-72.5,-45
"2008","(75,80]","ccep0810_006","cycle1","night",0,60.77,-77.5,-45
"2008","(80,85]","ccep0810_006","cycle1","night",0,63.86,-82.5,-45
"2008","(85,90]","ccep0810_006","cycle1","night",47.3596968979399,42.23,-87.5,-45
"2008","(90,95]","ccep0810_006","cycle1","night",0,62.83,-92.5,-45
"2008","(95,100]","ccep0810_006","cycle1","night",15.1699029126214,65.92,-97.5,-45
"2008","(100,105]","ccep0810_006","cycle1","night",34.0657468915006,58.71,-102.5,-45
"2008","(105,110]","ccep0810_006","cycle1","night",0,51.5,-107.5,-45
"2008","(110,115]","ccep0810_006","cycle1","night",0,54.59,-112.5,-45
"2008","(115,120]","ccep0810_006","cycle1","night",0,54.59,-117.5,-45
"2008","(120,125]","ccep0810_006","cycle1","night",0,61.8,-122.5,-45
"2008","(125,130]","ccep0810_006","cycle1","night",0,43.26,-127.5,-45
"2008","(130,135]","ccep0810_006","cycle1","night",0,60.77,-132.5,-45
"2008","(135,140]","ccep0810_006","cycle1","night",0,53.56,-137.5,-45
"2008","(140,145]","ccep0810_006","cycle1","night",0,21.63,-142.5,-45
"2008","(145,150]","ccep0810_006","cycle1","night",0,42.23,-147.5,-45
"2008","(150,155]","ccep0810_006","cycle1","night",0,22.66,-152.5,-45
"2008","(155,160]","ccep0810_006","cycle1","night",0,35.02,-157.5,-45
"2008","(160,165]","ccep0810_006","cycle1","night",0,20.6,-162.5,-45
"2008","(165,170]","ccep0810_006","cycle1","night",24.8941996514812,40.17,-167.5,-45
"2008","(170,175]","ccep0810_006","cycle1","night",0,20.6,-172.5,-45
"2008","(175,180]","ccep0810_006","cycle1","night",0,28.84,-177.5,-45
"2008","(180,185]","ccep0810_006","cycle1","night",0,29.87,-182.5,-45
"2008","(185,190]","ccep0810_006","cycle1","night",0,35.02,-187.5,-45
"2008","(190,195]","ccep0810_006","cycle1","night",0,21.63,-192.5,-45
"2008","(195,200]","ccep0810_006","cycle1","night",0,32.96,-197.5,-45
"2008","(200,205]","ccep0810_006","cycle1","night",0,31.93,-202.5,-45
"2008","(205,210]","ccep0810_006","cycle1","night",0,21.63,-207.5,-45
"2008","(210,215]","ccep0810_006","cycle1","night",0,36.05,-212.5,-45
"2008","(215,220]","ccep0810_006","cycle1","night",0,26.78,-217.5,-45
"2008","(220,225]","ccep0810_006","cycle1","night",0,31.93,-222.5,-45
"2008","(225,230]","ccep0810_006","cycle1","night",0,20.6,-227.5,-45
"2008","(230,235]","ccep0810_006","cycle1","night",0,37.08,-232.5,-45
"2008","(235,240]","ccep0810_006","cycle1","night",0,22.66,-237.5,-45
"2008","(240,245]","ccep0810_006","cycle1","night",0,31.93,-242.5,-45
"2008","(245,250]","ccep0810_006","cycle1","night",0,27.81,-247.5,-45
"2008","(250,255]","ccep0810_006","cycle1","night",38.8349514563107,25.75,-252.5,-45
"2008","(255,260]","ccep0810_006","cycle1","night",0,32.96,-257.5,-45
"2008","(260,265]","ccep0810_006","cycle1","night",40.453074433657,24.72,-262.5,-45
"2008","(265,270]","ccep0810_006","cycle1","night",0,33.99,-267.5,-45
"2008","(270,275]","ccep0810_006","cycle1","night",0,23.69,-272.5,-45
"2008","(280,285]","ccep0810_006","cycle1","night",0,25.75,-282.5,-45
"2008","(285,290]","ccep0810_006","cycle1","night",0,31.93,-287.5,-45
"2008","(290,295]","ccep0810_006","cycle1","night",0,27.81,-292.5,-45
"2008","(295,300]","ccep0810_006","cycle1","night",0,28.84,-297.5,-45
"2008","(300,305]","ccep0810_006","cycle1","night",0,32.96,-302.5,-45
"2008","(305,310]","ccep0810_006","cycle1","night",0,25.75,-307.5,-45
"2008","(315,320]","ccep0810_006","cycle1","night",0,31.93,-317.5,-45
"2008","(320,325]","ccep0810_006","cycle1","night",0,22.66,-322.5,-45
"2008","(325,330]","ccep0810_006","cycle1","night",0,33.99,-327.5,-45
"2008","(330,335]","ccep0810_006","cycle1","night",0,23.69,-332.5,-45
"2008","(335,340]","ccep0810_006","cycle1","night",0,35.02,-337.5,-45
"2008","(340,345]","ccep0810_006","cycle1","night",0,26.78,-342.5,-45
"2008","(345,350]","ccep0810_006","cycle1","night",0,31.93,-347.5,-45
"2008","(355,360]","ccep0810_006","cycle1","night",0,29.87,-357.5,-45
"2008","(360,365]","ccep0810_006","cycle1","night",0,29.87,-362.5,-45
"2008","(365,370]","ccep0810_006","cycle1","night",0,30.9,-367.5,-45
"2008","(370,375]","ccep0810_006","cycle1","night",0,29.87,-372.5,-45
"2008","(375,380]","ccep0810_006","cycle1","night",0,30.9,-377.5,-45
"2008","(380,385]","ccep0810_006","cycle1","night",0,32.96,-382.5,-45
"2008","(385,390]","ccep0810_006","cycle1","night",0,25.75,-387.5,-45
"2008","(390,395]","ccep0810_006","cycle1","night",0,36.05,-392.5,-45
"2008","(395,400]","ccep0810_006","cycle1","night",0,27.81,-397.5,-45
"2008","(400,405]","ccep0810_006","cycle1","night",0,35.02,-402.5,-45
"2008","(405,410]","ccep0810_006","cycle1","night",0,24.72,-407.5,-45
"2008","(410,415]","ccep0810_006","cycle1","night",0,35.02,-412.5,-45
"2008","(420,425]","ccep0810_006","cycle1","night",0,31.93,-422.5,-45
"2008","(425,430]","ccep0810_006","cycle1","night",32.3624595469256,30.9,-427.5,-45
"2008","(435,440]","ccep0810_006","cycle1","night",0,36.05,-437.5,-45
"2008","(450,455]","ccep0810_006","cycle1","night",38.8349514563107,25.75,-452.5,-45
"2008","(455,460]","ccep0810_006","cycle1","night",25.5493101686254,39.14,-457.5,-45
"2008","(460,465]","ccep0810_006","cycle1","night",33.478406427854,29.87,-462.5,-45
"2008","(465,470]","ccep0810_006","cycle1","night",0,36.05,-467.5,-45
"2008","(470,475]","ccep0810_006","cycle1","night",0,31.93,-472.5,-45
"2008","(475,480]","ccep0810_006","cycle1","night",57.1102227298686,35.02,-477.5,-45
"2008","(480,485]","ccep0810_006","cycle1","night",0,24.72,-482.5,-45
"2008","(485,490]","ccep0810_006","cycle1","night",34.6740638002774,57.68,-487.5,-45
"2008","(490,495]","ccep0810_006","cycle1","night",0,31.93,-492.5,-45
"2008","(495,500]","ccep0810_006","cycle1","night",34.6740638002774,57.68,-497.5,-45
"2008","(0,5]","ccep0810_007","cycle1","night",0,41.2,-2.5,-46
"2008","(10,15]","ccep0810_007","cycle1","night",0,52.53,-12.5,-46
"2008","(15,20]","ccep0810_007","cycle1","night",0,58.71,-17.5,-46
"2008","(20,25]","ccep0810_007","cycle1","night",35.9582883854729,55.62,-22.5,-46
"2008","(30,35]","ccep0810_007","cycle1","night",0,52.53,-32.5,-46
"2008","(35,40]","ccep0810_007","cycle1","night",0,62.83,-37.5,-46
"2008","(40,45]","ccep0810_007","cycle1","night",0,59.74,-42.5,-46
"2008","(45,50]","ccep0810_007","cycle1","night",17.6522506619594,56.65,-47.5,-46
"2008","(50,55]","ccep0810_007","cycle1","night",48.5436893203884,41.2,-52.5,-46
"2008","(55,60]","ccep0810_007","cycle1","night",0,40.17,-57.5,-46
"2008","(60,65]","ccep0810_007","cycle1","night",17.0328734457503,58.71,-62.5,-46
"2008","(65,70]","ccep0810_007","cycle1","night",32.9109758104328,60.77,-67.5,-46
"2008","(70,75]","ccep0810_007","cycle1","night",0,45.32,-72.5,-46
"2008","(75,80]","ccep0810_007","cycle1","night",0,59.74,-77.5,-46
"2008","(80,85]","ccep0810_007","cycle1","night",23.1160425335183,43.26,-82.5,-46
"2008","(85,90]","ccep0810_007","cycle1","night",34.0657468915006,58.71,-87.5,-46
"2008","(90,95]","ccep0810_007","cycle1","night",0,53.56,-92.5,-46
"2008","(95,100]","ccep0810_007","cycle1","night",0,59.74,-97.5,-46
"2008","(100,105]","ccep0810_007","cycle1","night",0,46.35,-102.5,-46
"2008","(105,110]","ccep0810_007","cycle1","night",0,47.38,-107.5,-46
"2008","(110,115]","ccep0810_007","cycle1","night",0,54.59,-112.5,-46
"2008","(115,120]","ccep0810_007","cycle1","night",0,39.14,-117.5,-46
"2008","(120,125]","ccep0810_007","cycle1","night",0,48.41,-122.5,-46
"2008","(125,130]","ccep0810_007","cycle1","night",66.1959399823478,45.32,-127.5,-46
"2008","(130,135]","ccep0810_007","cycle1","night",38.8349514563107,25.75,-132.5,-46
"2008","(135,140]","ccep0810_007","cycle1","night",0,38.11,-137.5,-46
"2008","(140,145]","ccep0810_007","cycle1","night",0,39.14,-142.5,-46
"2008","(145,150]","ccep0810_007","cycle1","night",0,40.17,-147.5,-46
"2008","(150,155]","ccep0810_007","cycle1","night",0,30.9,-152.5,-46
"2008","(155,160]","ccep0810_007","cycle1","night",0,41.2,-157.5,-46
"2008","(160,165]","ccep0810_007","cycle1","night",0,32.96,-162.5,-46
"2008","(165,170]","ccep0810_007","cycle1","night",0,30.9,-167.5,-46
"2008","(170,175]","ccep0810_007","cycle1","night",48.5436893203884,41.2,-172.5,-46
"2008","(175,180]","ccep0810_007","cycle1","night",0,32.96,-177.5,-46
"2008","(180,185]","ccep0810_007","cycle1","night",0,37.08,-182.5,-46
"2008","(185,190]","ccep0810_007","cycle1","night",0,39.14,-187.5,-46
"2008","(190,195]","ccep0810_007","cycle1","night",0,33.99,-192.5,-46
"2008","(195,200]","ccep0810_007","cycle1","night",0,38.11,-197.5,-46
"2008","(200,205]","ccep0810_007","cycle1","night",0,32.96,-202.5,-46
"2008","(205,210]","ccep0810_007","cycle1","night",24.2718446601942,41.2,-207.5,-46
"2008","(215,220]","ccep0810_007","cycle1","night",0,44.29,-217.5,-46
"2008","(225,230]","ccep0810_007","cycle1","night",0,49.44,-227.5,-46
"2008","(235,240]","ccep0810_007","cycle1","night",0,44.29,-237.5,-46
"2008","(240,245]","ccep0810_007","cycle1","night",0,40.17,-242.5,-46
"2008","(245,250]","ccep0810_007","cycle1","night",0,22.66,-247.5,-46
"2008","(250,255]","ccep0810_007","cycle1","night",0,39.14,-252.5,-46
"2008","(255,260]","ccep0810_007","cycle1","night",0,33.99,-257.5,-46
"2008","(260,265]","ccep0810_007","cycle1","night",0,32.96,-262.5,-46
"2008","(265,270]","ccep0810_007","cycle1","night",23.6798484489699,42.23,-267.5,-46
"2008","(275,280]","ccep0810_007","cycle1","night",0,37.08,-277.5,-46
"2008","(280,285]","ccep0810_007","cycle1","night",0,39.14,-282.5,-46
"2008","(285,290]","ccep0810_007","cycle1","night",0,25.75,-287.5,-46
"2008","(295,300]","ccep0810_007","cycle1","night",31.3185092389602,31.93,-297.5,-46
"2008","(310,315]","ccep0810_007","cycle1","night",0,38.11,-312.5,-46
"2008","(315,320]","ccep0810_007","cycle1","night",0,35.02,-317.5,-46
"2008","(325,330]","ccep0810_007","cycle1","night",0,44.29,-327.5,-46
"2008","(330,335]","ccep0810_007","cycle1","night",0,39.14,-332.5,-46
"2008","(335,340]","ccep0810_007","cycle1","night",21.5749730312837,46.35,-337.5,-46
"2008","(345,350]","ccep0810_007","cycle1","night",112.892300745089,44.29,-347.5,-46
"2008","(350,355]","ccep0810_007","cycle1","night",59.4412522290469,50.47,-352.5,-46
"2008","(355,360]","ccep0810_007","cycle1","night",24.2718446601942,41.2,-357.5,-46
"2008","(360,365]","ccep0810_007","cycle1","night",45.1569202980357,44.29,-362.5,-46
"2008","(365,370]","ccep0810_007","cycle1","night",84.4238075137189,47.38,-367.5,-46
"2008","(370,375]","ccep0810_007","cycle1","night",0,41.2,-372.5,-46
"2008","(375,380]","ccep0810_007","cycle1","night",227.225779797562,48.41,-377.5,-46
"2008","(380,385]","ccep0810_007","cycle1","night",142.07909069382,42.23,-382.5,-46
"2008","(385,390]","ccep0810_007","cycle1","night",33.8676902235268,88.58,-387.5,-46
"2008","(390,395]","ccep0810_007","cycle1","night",10.5529759392149,94.76,-392.5,-46
"2008","(395,400]","ccep0810_007","cycle1","night",17.8141979157388,112.27,-397.5,-46
"2008","(400,405]","ccep0810_007","cycle1","night",94.9767834529341,94.76,-402.5,-46
"2008","(405,410]","ccep0810_007","cycle1","night",0,60.77,-407.5,-46
"2008","(10,15]","ccep0810_008","cycle1","day",15.1699029126214,65.92,-12.5,-49
"2008","(20,25]","ccep0810_008","cycle1","day",0,63.86,-22.5,-49
"2008","(25,30]","ccep0810_008","cycle1","day",0,64.89,-27.5,-49
"2008","(35,40]","ccep0810_008","cycle1","day",0,60.77,-37.5,-49
"2008","(40,45]","ccep0810_008","cycle1","day",0,59.74,-42.5,-49
"2008","(45,50]","ccep0810_008","cycle1","day",0,55.62,-47.5,-49
"2008","(50,55]","ccep0810_008","cycle1","day",0,59.74,-52.5,-49
"2008","(55,60]","ccep0810_008","cycle1","day",0,74.16,-57.5,-49
"2008","(60,65]","ccep0810_008","cycle1","day",0,61.8,-62.5,-49
"2008","(65,70]","ccep0810_008","cycle1","day",0,64.89,-67.5,-49
"2008","(70,75]","ccep0810_008","cycle1","day",0,48.41,-72.5,-49
"2008","(75,80]","ccep0810_008","cycle1","day",0,62.83,-77.5,-49
"2008","(80,85]","ccep0810_008","cycle1","day",0,61.8,-82.5,-49
"2008","(85,90]","ccep0810_008","cycle1","day",0,54.59,-87.5,-49
"2008","(90,95]","ccep0810_008","cycle1","day",0,59.74,-92.5,-49
"2008","(95,100]","ccep0810_008","cycle1","day",0,44.29,-97.5,-49
"2008","(100,105]","ccep0810_008","cycle1","day",0,36.05,-102.5,-49
"2008","(105,110]","ccep0810_008","cycle1","day",0,38.11,-107.5,-49
"2008","(110,115]","ccep0810_008","cycle1","day",0,30.9,-112.5,-49
"2008","(115,120]","ccep0810_008","cycle1","day",0,30.9,-117.5,-49
"2008","(120,125]","ccep0810_008","cycle1","day",0,29.87,-122.5,-49
"2008","(125,130]","ccep0810_008","cycle1","day",0,29.87,-127.5,-49
"2008","(130,135]","ccep0810_008","cycle1","day",0,27.81,-132.5,-49
"2008","(135,140]","ccep0810_008","cycle1","day",0,27.81,-137.5,-49
"2008","(140,145]","ccep0810_008","cycle1","day",0,30.9,-142.5,-49
"2008","(145,150]","ccep0810_008","cycle1","day",0,24.72,-147.5,-49
"2008","(150,155]","ccep0810_008","cycle1","day",0,29.87,-152.5,-49
"2008","(155,160]","ccep0810_008","cycle1","day",0,24.72,-157.5,-49
"2008","(160,165]","ccep0810_008","cycle1","day",0,32.96,-162.5,-49
"2008","(165,170]","ccep0810_008","cycle1","day",0,22.66,-167.5,-49
"2008","(170,175]","ccep0810_008","cycle1","day",0,23.69,-172.5,-49
"2008","(175,180]","ccep0810_008","cycle1","day",0,33.99,-177.5,-49
"2008","(180,185]","ccep0810_008","cycle1","day",0,27.81,-182.5,-49
"2008","(185,190]","ccep0810_008","cycle1","day",0,22.66,-187.5,-49
"2008","(190,195]","ccep0810_008","cycle1","day",0,33.99,-192.5,-49
"2008","(195,200]","ccep0810_008","cycle1","day",0,22.66,-197.5,-49
"2008","(200,205]","ccep0810_008","cycle1","day",0,27.81,-202.5,-49
"2008","(205,210]","ccep0810_008","cycle1","day",0,30.9,-207.5,-49
"2008","(210,215]","ccep0810_008","cycle1","day",0,25.75,-212.5,-49
"2008","(215,220]","ccep0810_008","cycle1","day",0,27.81,-217.5,-49
"2008","(220,225]","ccep0810_008","cycle1","day",0,28.84,-222.5,-49
"2008","(225,230]","ccep0810_008","cycle1","day",0,27.81,-227.5,-49
"2008","(230,235]","ccep0810_008","cycle1","day",0,21.63,-232.5,-49
"2008","(235,240]","ccep0810_008","cycle1","day",0,35.02,-237.5,-49
"2008","(240,245]","ccep0810_008","cycle1","day",0,24.72,-242.5,-49
"2008","(250,255]","ccep0810_008","cycle1","day",0,33.99,-252.5,-49
"2008","(255,260]","ccep0810_008","cycle1","day",0,24.72,-257.5,-49
"2008","(260,265]","ccep0810_008","cycle1","day",0,23.69,-262.5,-49
"2008","(265,270]","ccep0810_008","cycle1","day",0,32.96,-267.5,-49
"2008","(270,275]","ccep0810_008","cycle1","day",0,27.81,-272.5,-49
"2008","(275,280]","ccep0810_008","cycle1","day",0,25.75,-277.5,-49
"2008","(280,285]","ccep0810_008","cycle1","day",0,27.81,-282.5,-49
"2008","(285,290]","ccep0810_008","cycle1","day",34.6740638002774,28.84,-287.5,-49
"2008","(290,295]","ccep0810_008","cycle1","day",0,29.87,-292.5,-49
"2008","(295,300]","ccep0810_008","cycle1","day",0,22.66,-297.5,-49
"2008","(300,305]","ccep0810_008","cycle1","day",0,33.99,-302.5,-49
"2008","(305,310]","ccep0810_008","cycle1","day",0,26.78,-307.5,-49
"2008","(320,325]","ccep0810_008","cycle1","day",0,31.93,-322.5,-49
"2008","(340,345]","ccep0810_008","cycle1","day",0,23.69,-342.5,-49
"2008","(350,355]","ccep0810_008","cycle1","day",33.478406427854,29.87,-352.5,-49
"2008","(365,370]","ccep0810_008","cycle1","day",33.478406427854,29.87,-367.5,-49
"2008","(375,380]","ccep0810_008","cycle1","day",0,28.84,-377.5,-49
"2008","(385,390]","ccep0810_008","cycle1","day",0,28.84,-387.5,-49
"2008","(390,395]","ccep0810_008","cycle1","day",0,32.96,-392.5,-49
"2008","(395,400]","ccep0810_008","cycle1","day",0,23.69,-397.5,-49
"2008","(405,410]","ccep0810_008","cycle1","day",35.9582883854728,27.81,-407.5,-49
"2008","(410,415]","ccep0810_008","cycle1","day",0,31.93,-412.5,-49
"2008","(420,425]","ccep0810_008","cycle1","day",49.7883993029624,40.17,-422.5,-49
"2008","(425,430]","ccep0810_008","cycle1","day",0,24.72,-427.5,-49
"2008","(430,435]","ccep0810_008","cycle1","day",0,31.93,-432.5,-49
"2008","(435,440]","ccep0810_008","cycle1","day",0,28.84,-437.5,-49
"2008","(440,445]","ccep0810_008","cycle1","day",29.4204177699323,33.99,-442.5,-49
"2008","(450,455]","ccep0810_008","cycle1","day",0,41.2,-452.5,-49
"2008","(455,460]","ccep0810_008","cycle1","day",71.9165767709457,27.81,-457.5,-49
"2008","(460,465]","ccep0810_008","cycle1","day",0,25.75,-462.5,-49
"2008","(470,475]","ccep0810_008","cycle1","day",0,31.93,-472.5,-49
"2008","(475,480]","ccep0810_008","cycle1","day",0,23.69,-477.5,-49
"2008","(480,485]","ccep0810_008","cycle1","day",57.1102227298686,35.02,-482.5,-49
"2008","(485,490]","ccep0810_008","cycle1","day",0,37.08,-487.5,-49
"2008","(490,495]","ccep0810_008","cycle1","day",0,42.23,-492.5,-49
"2008","(495,500]","ccep0810_008","cycle1","day",11.839924224485,84.46,-497.5,-49
"2008","(0,5]","ccep0810_009","cycle1","day",0,52.53,-2.5,-49
"2008","(5,10]","ccep0810_009","cycle1","day",0,66.95,-7.5,-49
"2008","(10,15]","ccep0810_009","cycle1","day",0,62.83,-12.5,-49
"2008","(15,20]","ccep0810_009","cycle1","day",0,63.86,-17.5,-49
"2008","(35,40]","ccep0810_009","cycle1","day",0,53.56,-37.5,-49
"2008","(40,45]","ccep0810_009","cycle1","day",0,49.44,-42.5,-49
"2008","(45,50]","ccep0810_009","cycle1","day",0,53.56,-47.5,-49
"2008","(50,55]","ccep0810_009","cycle1","day",0,54.59,-52.5,-49
"2008","(55,60]","ccep0810_009","cycle1","day",0,52.53,-57.5,-49
"2008","(60,65]","ccep0810_009","cycle1","day",0,56.65,-62.5,-49
"2008","(65,70]","ccep0810_009","cycle1","day",0,51.5,-67.5,-49
"2008","(70,75]","ccep0810_009","cycle1","day",0,64.89,-72.5,-49
"2008","(75,80]","ccep0810_009","cycle1","day",0,49.44,-77.5,-49
"2008","(80,85]","ccep0810_009","cycle1","day",0,59.74,-82.5,-49
"2008","(85,90]","ccep0810_009","cycle1","day",0,54.59,-87.5,-49
"2008","(90,95]","ccep0810_009","cycle1","day",0,50.47,-92.5,-49
"2008","(95,100]","ccep0810_009","cycle1","day",0,50.47,-97.5,-49
"2008","(100,105]","ccep0810_009","cycle1","day",0,48.41,-102.5,-49
"2008","(105,110]","ccep0810_009","cycle1","day",0,40.17,-107.5,-49
"2008","(110,115]","ccep0810_009","cycle1","day",0,37.08,-112.5,-49
"2008","(115,120]","ccep0810_009","cycle1","day",0,25.75,-117.5,-49
"2008","(120,125]","ccep0810_009","cycle1","day",0,39.14,-122.5,-49
"2008","(125,130]","ccep0810_009","cycle1","day",0,23.69,-127.5,-49
"2008","(130,135]","ccep0810_009","cycle1","day",0,29.87,-132.5,-49
"2008","(135,140]","ccep0810_009","cycle1","day",33.478406427854,29.87,-137.5,-49
"2008","(140,145]","ccep0810_009","cycle1","day",0,30.9,-142.5,-49
"2008","(145,150]","ccep0810_009","cycle1","day",0,20.6,-147.5,-49
"2008","(150,155]","ccep0810_009","cycle1","day",0,37.08,-152.5,-49
"2008","(155,160]","ccep0810_009","cycle1","day",0,23.69,-157.5,-49
"2008","(160,165]","ccep0810_009","cycle1","day",0,27.81,-162.5,-49
"2008","(165,170]","ccep0810_009","cycle1","day",0,36.05,-167.5,-49
"2008","(170,175]","ccep0810_009","cycle1","day",42.2119037568594,23.69,-172.5,-49
"2008","(175,180]","ccep0810_009","cycle1","day",0,27.81,-177.5,-49
"2008","(180,185]","ccep0810_009","cycle1","day",31.3185092389603,31.93,-182.5,-49
"2008","(185,190]","ccep0810_009","cycle1","day",0,24.72,-187.5,-49
